,symbol,max,min,ult,mov,moneda,fecha,hora,origen
83,GRF.MC,19.98500061035156,19.649999618530277,19.795000076293945,-0.2268148989307121,Euro,2021-10-29,12:54:34,YahooFinance
84,GRF.MC,20.0,19.674999237060547,19.774999618530277,-0.528166733746886,Euro,2021-11-01,12:54:34,YahooFinance
85,GRF.MC,19.84499931335449,19.59499931335449,19.809999465942383,0.050506208420046,Euro,2021-11-02,12:54:34,YahooFinance
86,GRF.MC,19.86000061035156,19.299999237060547,19.299999237060547,-2.819744995370882,Euro,2021-11-03,12:54:34,YahooFinance
87,GRF.MC,19.375,18.799999237060547,18.850000381469727,-2.382180720843465,Euro,2021-11-04,12:54:34,YahooFinance
88,GRF.MC,18.850000381469727,18.15999984741211,18.5,-1.069522752832313,Euro,2021-11-05,12:54:34,YahooFinance
89,GRF.MC,18.729999542236328,18.334999084472656,18.450000762939453,-0.4048521302845245,Euro,2021-11-08,12:54:34,YahooFinance
90,IDR.MC,9.524999618530272,9.154999732971191,9.154999732971191,-3.3262991042813184,Euro,2021-09-28,12:54:34,YahooFinance
91,IDR.MC,9.234999656677246,9.029999732971191,9.154999732971191,-0.4350186316541453,Euro,2021-09-29,12:54:34,YahooFinance
92,IDR.MC,9.449999809265137,9.220000267028809,9.279999732971191,0.6507534078599093,Euro,2021-09-30,12:54:34,YahooFinance
93,IDR.MC,9.220000267028809,9.020000457763672,9.1850004196167,0.4373970459352989,Euro,2021-10-01,12:54:34,YahooFinance
94,IDR.MC,9.234999656677246,8.970000267028809,9.020000457763672,-1.8498273164506287,Euro,2021-10-04,12:54:34,YahooFinance
95,IDR.MC,9.204999923706056,9.005000114440918,9.204999923706056,2.0509917578014125,Euro,2021-10-05,12:54:34,YahooFinance
96,IDR.MC,9.1899995803833,8.890000343322754,8.895000457763672,-2.2527463199176907,Euro,2021-10-06,12:54:34,YahooFinance
97,IDR.MC,9.06999969482422,8.78499984741211,8.914999961853027,-1.7089276536540725,Euro,2021-10-07,12:54:34,YahooFinance
98,IDR.MC,9.170000076293944,8.914999961853027,9.079999923706056,1.7937202471256626,Euro,2021-10-08,12:54:34,YahooFinance
99,IDR.MC,9.039999961853027,8.845000267028809,8.930000305175781,-0.9977843461241348,Euro,2021-10-11,12:54:34,YahooFinance
100,IDR.MC,9.010000228881836,8.78499984741211,8.96500015258789,1.299432386002522,Euro,2021-10-12,12:54:34,YahooFinance
101,IDR.MC,9.274999618530272,8.765000343322754,9.229999542236328,5.245143220778743,Euro,2021-10-13,12:54:34,YahooFinance
102,IDR.MC,9.46500015258789,9.279999732971191,9.420000076293944,1.290321323634288,Euro,2021-10-14,12:54:34,YahooFinance
103,IDR.MC,9.520000457763672,9.414999961853027,9.470000267028809,0.4241777365698738,Euro,2021-10-15,12:54:34,YahooFinance
104,IDR.MC,9.5,9.380000114440918,9.40999984741211,-0.9473700272409502,Euro,2021-10-18,12:54:34,YahooFinance
105,IDR.MC,9.56999969482422,9.4399995803833,9.524999618530272,0.9004241729375337,Euro,2021-10-19,12:54:34,YahooFinance
106,IDR.MC,9.654999732971191,9.43000030517578,9.489999771118164,0.4232800281520639,Euro,2021-10-20,12:54:34,YahooFinance
107,IDR.MC,9.600000381469728,9.454999923706056,9.484999656677246,-0.4721938882984204,Euro,2021-10-21,12:54:34,YahooFinance
108,IDR.MC,9.5600004196167,9.40999984741211,9.520000457763672,0.21053113435444,Euro,2021-10-22,12:54:34,YahooFinance
109,IDR.MC,9.710000038146973,9.510000228881836,9.600000381469728,0.3134868088003486,Euro,2021-10-25,12:54:34,YahooFinance
110,IDR.MC,9.670000076293944,9.520000457763672,9.56999969482422,-0.2085553435395439,Euro,2021-10-26,12:54:34,YahooFinance
111,IDR.MC,9.5600004196167,9.454999923706056,9.5600004196167,0.5786460232885133,Euro,2021-10-27,12:54:34,YahooFinance
112,IDR.MC,10.4399995803833,9.654999732971191,10.380000114440918,6.461539635291473,Euro,2021-10-28,12:54:34,YahooFinance
113,IDR.MC,10.449999809265137,10.170000076293944,10.449999809265137,1.0638264511989917,Euro,2021-10-29,12:54:34,YahooFinance
114,IDR.MC,10.579999923706056,10.34000015258789,10.40999984741211,-0.2873537756415345,Euro,2021-11-01,12:54:34,YahooFinance
