Índice ITX Inverso X5,"944,60",2021-09-22 20:16:10.409661
Índice ITX Inverso X5,"965,80",2021-09-23 19:15:14.917738
Índice ITX Inverso X5,"965,80",2021-09-23 19:16:44.951112
